,id,favorited,retweet
1133,728409960103686147,5287,2217
1134,728653952833728512,3550,1144
1135,728751179681943552,2996,742
1136,728760639972315136,4999,1862
1137,728986383096946689,3400,895
1138,729113531270991872,2023,362
1139,729463711119904772,6231,2532
1140,729823566028484608,4280,1365
1141,729838605770891264,1826,420
1142,729854734790754305,4315,1228
1143,730196704625098752,5248,2119
1144,730211855403241472,4105,1153
1145,730427201120833536,3726,1149
1146,730573383004487680,5284,2379
1147,730924654643314689,6570,2181
1148,731156023742988288,4114,1398
1149,731285275100512256,3737,1076
1150,732005617171337216,16027,6013
1151,732375214819057664,8677,2768
1152,732585889486888962,3952,849
1153,732726085725589504,3792,974
1154,732732193018155009,2617,588
1155,733109485275860992,45619,17444
1156,733460102733135873,4516,1412
1157,733482008106668032,3370,1043
1158,733822306246479872,3944,1112
1159,733828123016450049,3863,858
1160,734776360183431168,2690,597
1161,734787690684657664,13491,6943
1162,734912297295085568,2933,567
1163,735137028879360001,3358,1066
1164,735256018284875776,3602,972
1165,735274964362878976,13986,5608
1166,735635087207878657,6658,2602
1167,735648611367784448,4310,1205
1168,735991953473572864,3872,1266
1169,736010884653420544,8498,3272
1170,736225175608430592,8728,3049
1171,736365877722001409,4300,1374
1172,736736130620620800,4637,1924
1173,737310737551491075,15769,8165
1174,737322739594330112,3878,885
1175,737445876994609152,11097,4932
1176,737678689543020544,5421,1474
1177,737800304142471168,10743,3818
1178,737826014890496000,5654,1957
1179,738156290900254721,2716,731
1180,738166403467907072,9458,3755
1181,738184450748633089,4649,1334
1182,738402415918125056,3524,938
1183,738537504001953792,5479,1722
1184,738883359779196928,3600,895
1185,738885046782832640,4047,1256
1186,739238157791694849,73705,51189
1187,739485634323156992,7759,3245
1188,739544079319588864,42850,23707
1189,739606147276148736,5807,1833
1190,739844404073074688,4072,936
1191,739932936087216128,4364,1188
1192,739979191639244800,21464,6544
1193,740214038584557568,7197,2171
1194,740359016048689152,3556,946
1195,740365076218183684,2671,483
1196,740373189193256964,37364,14697
1197,740676976021798912,19524,7519
1198,740699697422163968,3055,863
1199,740711788199743490,3672,1033
1200,740995100998766593,6907,3069
1201,741067306818797568,10163,3425
1202,741303864243200000,9458,3565
1203,741438259667034112,3953,921
1204,741743634094141440,8787,3058
1205,741793263812808706,4892,1666
1206,742150209887731712,5555,1733
1207,742161199639494656,4676,1514
1208,742385895052087300,7322,2205
1209,742423170473463808,10628,4213
1210,742465774154047488,7807,4285
1211,742528092657332225,4791,2197
1212,743210557239623680,4131,1506
1213,743222593470234624,6675,2107
1214,743253157753532416,4546,1333
1215,743510151680958465,8515,4080
1216,743545585370791937,3791,1042
1217,743595368194129920,19911,7264
1218,743609206067040256,4830,1521
1219,743895849529389061,3926,1058
1220,743980027717509120,4474,1204
1221,744234799360020481,128847,77791
1222,744334592493166593,7277,2373
1223,744709971296780288,6033,1722
1224,744971049620602880,8490,2966
1225,744995568523612160,3226,697
1226,745057283344719872,7804,2531
1227,745314880350101504,7719,3064
1228,745422732645535745,9246,2704
1229,745433870967832576,7667,2812
1230,745712589599014916,7522,2577
1231,745789745784041472,4360,1181
1232,746056683365994496,3832,910
1233,746131877086527488,7436,2445
1234,746369468511756288,6520,1821
1235,746507379341139972,5009,1199
1236,746726898085036033,6520,1990
1237,746790600704425984,5260,1769
1238,746818907684614144,5712,1901
1239,746872823977771008,6469,2376
1240,746906459439529985,3114,329
1241,747103485104099331,10364,4441
1242,747204161125646336,3663,1015
1243,747219827526344708,5698,1745
1244,747461612269887489,4182,1149
1245,747512671126323200,6017,1754
1246,747594051852075008,3980,1175
1247,747600769478692864,2512,604
1248,747816857231626240,5250,1288
1249,747844099428986880,3033,826
1250,747885874273214464,3188,1094
1251,747933425676525569,7170,2833
1252,747963614829678593,6271,2394
1253,748307329658011649,3969,795
1254,748324050481647620,4008,850
1255,748346686624440324,5642,1378
1256,748568946752774144,2369,750
1257,748575535303884801,6571,2213
1258,748692773788876800,4584,1472
1259,748699167502000129,5121,1776
1260,748705597323898880,2992,1047
1261,748932637671223296,6341,2503
1262,748977405889503236,11630,3798
1263,749036806121881602,3352,873
1264,749064354620928000,5196,1680
1265,749317047558017024,5949,2457
1266,749395845976588288,9314,3855
1267,749403093750648834,2840,609
1268,749417653287129088,6612,1861
1269,749774190421639168,5039,1459
1270,749981277374128128,5533,2720
1271,749996283729883136,3277,893
1272,750011400160841729,3516,1011
1273,750026558547456000,2938,873
1274,750041628174217216,3441,687
1275,750056684286914561,3386,990
1276,750071704093859840,8494,3721
1277,750086836815486976,2349,606
1278,750101899009982464,3297,935
1279,750117059602808832,4673,1440
1280,750132105863102464,3928,1403
1281,750147208377409536,3348,1073
1282,750383411068534784,4920,1272
1283,750429297815552001,14300,4814
1284,750506206503038976,4828,1281
1285,750719632563142656,14337,5608
1286,750868782890057730,5199,1554
1287,751132876104687617,5521,1452
1288,751205363882532864,6837,2035
1289,751251247299190784,13563,6542
1290,751456908746354688,3473,1101
1291,751538714308972544,5455,1407
1292,751583847268179968,4791,1241
1293,751598357617971201,8562,3365
1294,751830394383790080,6304,2170
1295,751937170840121344,5667,1496
1296,752173152931807232,6459,2055
1297,752309394570878976,0,18576
1298,752334515931054080,4148,1234
1299,752519690950500352,8000,3826
1300,752660715232722944,4792,1751
1301,752682090207055872,6532,1793
1302,752917284578922496,7453,1746
1303,753026973505581056,4222,1086
1304,753294487569522689,3696,1160
1305,753375668877008896,8262,2594
1306,753398408988139520,6284,2137
1307,753420520834629632,8587,3983
1308,753655901052166144,6345,2430
1309,754011816964026368,9553,4014
1310,754120377874386944,8510,2598
1311,754449512966619136,4084,820
1312,754482103782404096,5759,2164
1313,754747087846248448,2800,583
1314,754856583969079297,7460,2805
1315,754874841593970688,0,8957
1316,755110668769038337,23022,12348
1317,755206590534418437,17878,6002
1318,755955933503782912,7956,3209
1319,756275833623502848,6997,1706
1320,756288534030475264,45433,19358
1321,756303284449767430,4292,1202
1322,756526248105566208,11314,4055
1323,756651752796094464,5513,1476
1324,756939218950160384,7225,2237
1325,756998049151549440,6814,2220
1326,757354760399941633,4916,1587
1327,757393109802180609,6343,1951
1328,757400162377592832,16463,7598
1329,757596066325864448,4735,1182
1330,757597904299253760,0,324
1331,757611664640446465,4950,1246
1332,757725642876129280,4942,1366
1333,757729163776290825,0,9087
1334,757741869644341248,7480,3623
1335,758041019896193024,2950,423
1336,758355060040593408,3724,1210
1337,758405701903519748,5656,2145
1338,758467244762497024,5224,2485
1339,758474966123810816,4147,1107
1340,758740312047005698,6232,1783
1341,758828659922702336,12165,4278
1342,758854675097526272,3856,997
1343,759047813560868866,7091,2254
1344,759099523532779520,15806,4690
1345,759159934323924993,0,1312
1346,759197388317847553,6599,2170
1347,759447681597108224,9256,2746
1348,759557299618865152,5106,1313
1349,759566828574212096,0,23707
1350,759793422261743616,6494,2128
1351,759846353224826880,7301,2217
1352,759923798737051648,15977,6354
1353,760190180481531904,6210,2024
1354,760252756032651264,4281,968
1355,760290219849637889,29138,12833
1356,760539183865880579,8250,4058
1357,760641137271070720,5389,1447
1358,760656994973933572,7188,2153
1359,760893934457552897,4159,1085
1360,761004547850530816,12261,3865
1361,761227390836215808,5785,1727
1362,761292947749015552,4870,1235
1363,761334018830917632,5686,1617
1364,761371037149827077,0,20048
1365,761599872357261312,4497,1312
1366,761672994376806400,53920,32565
1367,761745352076779520,4641,957
1368,761750502866649088,0,4424
1369,761976711479193600,5890,2260
1370,762035686371364864,34823,17485
1371,762316489655476224,5258,1263
1372,762464539388485633,11280,4722
1373,762471784394268675,12311,7335
1374,762699858130116608,13277,4071
1375,763103485927849985,8006,2548
1376,763183847194451968,5908,1659
1377,763837565564780549,13753,4689
1378,764259802650378240,6595,1703
1379,764857477905154048,6978,1976
1380,765222098633691136,12664,3795
1381,765371061932261376,7717,2413
1382,765395769549590528,28652,3798
1383,765669560888528897,5655,1368
1384,765719909049503744,7877,2414
1385,766008592277377025,4068,559
1386,766069199026450432,4668,979
1387,766078092750233600,0,2903
1388,766313316352462849,7376,2115
1389,766423258543644672,6563,1782
1390,766693177336135680,4404,891
1391,766793450729734144,5549,1528
1392,767122157629476866,11029,3199
1393,767191397493538821,13391,4291
1394,767500508068192258,8153,2621
1395,767754930266464257,17491,6063
1396,767884188863397888,5194,1585
1397,768193404517830656,11901,3971
1398,768473857036525572,14844,3851
1399,768596291618299904,5496,1438
1400,768609597686943744,4496,1355
1401,768855141948723200,4583,1006
1402,768970937022709760,15723,7368
1403,769212283578875904,5891,1924
1404,769695466921623552,6977,1871
1405,769940425801170949,34335,10839
1406,770069151037685760,8257,2587
1407,770093767776997377,0,3425
1408,770293558247038976,6806,1673
1409,770414278348247044,6872,2315
1410,770655142660169732,8001,1967
1411,770772759874076672,5668,1584
1412,770787852854652928,5410,1373
1413,771004394259247104,0,247
1414,771014301343748096,7514,1862
1415,771102124360998913,6790,1613
1416,771136648247640064,10046,3278
1417,771171053431250945,0,8490
1418,771380798096281600,11520,5750
1419,771500966810099713,9019,2940
1420,771770456517009408,13122,3822
1421,772102971039580160,4373,1041
1422,772114945936949249,2960,528
1423,772117678702071809,4094,823
1424,772152991789019136,4119,1264
1425,772193107915964416,6561,1563
1426,772581559778025472,7071,1910
1427,772615324260794368,0,3795
1428,772826264096874500,8708,2612
1429,772877495989305348,9382,4382
1430,773191612633579521,10914,4618
1431,773247561583001600,10236,3609
1432,773308824254029826,25365,8425
1433,773547596996571136,24084,6951
1434,773670353721753600,5826,1460
1435,773704687002451968,7204,1838
1436,773922284943896577,6981,1947
1437,773985732834758656,11734,4373
1438,774314403806253056,23786,6303
1439,774639387460112384,7355,1960
1440,774757898236878852,9328,1985
1441,775085132600442880,16992,5336
1442,775364825476165632,8150,3367
1443,775729183532220416,14128,5173
1444,775733305207554048,15150,4509
1445,775842724423557120,12798,3026
1446,775898661951791106,0,17444
1447,776088319444877312,2005,171
1448,776113305656188928,12854,4916
1449,776201521193218049,10493,2839
1450,776218204058357768,32803,18019
1451,776477788987613185,9700,3159
1452,776813020089548800,5344,1364
1453,776819012571455488,0,15467
1454,777189768882946048,15665,4876
1455,777621514455814149,9581,2814
1456,777641927919427584,0,4814
1457,777684233540206592,12303,3319
1458,777885040357281792,6962,1851
1459,778027034220126208,7186,1836
1460,778039087836069888,9280,2984
1461,778286810187399168,11371,3739
1462,778383385161035776,6405,1243
1463,778396591732486144,0,13840
1464,778408200802557953,14912,4900
1465,778624900596654080,5092,1141
1466,778650543019483137,6336,1690
1467,778748913645780993,7561,1508
1468,778990705243029504,21938,8235
1469,779056095788752897,16207,5108
1470,779123168116150273,12939,4112
1471,779377524342161408,9675,3522
1472,779834332596887552,20871,8004
1473,780192070812196864,9545,2529
1474,780459368902959104,5790,1199
1475,780476555013349377,0,133
1476,780496263422808064,0,4213
1477,780543529827336192,6914,1966
1478,780601303617732608,13261,3756
1479,780800785462489090,6045,1466
1480,780858289093574656,7882,2253
1481,780931614150983680,23714,8321
1482,781163403222056960,10706,3080
1483,781251288990355457,9268,2377
1484,781524693396357120,22763,6254
1485,781661882474196992,11451,3062
1486,781955203444699136,12167,3813
1487,782021823840026624,0,7075
1488,782305867769217024,18297,6299
1489,782598640137187329,8557,2134
1490,782722598790725632,18932,6087
1491,782747134529531904,8173,1572
1492,782969140009107456,26469,8312
1493,783085703974514689,8937,2501
1494,783334639985389568,32075,13265
1495,783347506784731136,0,6360
1496,783391753726550016,18557,6249
1497,783466772167098368,9297,2551
1498,783695101801398276,11453,3643
1499,783821107061198850,8078,2221
1500,783839966405230592,33046,12276
1501,784431430411685888,6233,1448
1502,784517518371221505,9853,2874
1503,784826020293709826,11143,3642
1504,785170936622350336,13291,5515
1505,785264754247995392,7994,1856
1506,785533386513321988,10016,2279
1507,785639753186217984,8573,2505
1508,785872687017132033,7342,2069
1509,785927819176054784,12487,3575
1510,786036967502913536,0,8004
1511,786233965241827333,16853,5431
1512,786363235746385920,11976,3970
1513,786595970293370880,10336,3515
1514,786664955043049472,11743,2916
1515,786709082849828864,19961,6897
1516,786963064373534720,29188,9096
1517,787322443945877504,8574,1983
1518,787397959788929025,11912,3213
1519,787717603741622272,11219,3160
1520,787810552592695296,9539,3461
1521,788039637453406209,6743,1495
1522,788070120937619456,0,3865
1523,788150585577050112,6760,1478
1524,788178268662984705,7961,2418
1525,788412144018661376,17154,6026
1526,788765914992902144,30169,11703
1527,788908386943430656,30101,14082
1528,789137962068021249,10677,3167
1529,789268448748703744,10034,2943
1530,789530877013393408,12929,3829
1531,789599242079838210,7474,2194
1532,789628658055020548,8292,2020
1533,789986466051088384,10199,2634
1534,790277117346975746,13809,3649
1535,790337589677002753,8606,2120
1536,790581949425475584,22735,8132
1537,790698755171364864,9022,2159
1538,790723298204217344,0,2634
1539,790946055508652032,18267,5341
1540,790987426131050500,10898,2420
1541,791026214425268224,0,4689
1542,791312159183634433,9669,2885
1543,791406955684368384,14431,4668
1544,791672322847637504,12921,3562
1545,792050063153438720,7901,2036
1546,792394556390137856,14855,4875
1547,792773781206999040,8071,1915
1548,792883833364439040,12443,4852
1549,792913359805018113,15791,4575
1550,793120401413079041,13956,4431
1551,793135492858580992,7097,2821
1552,793150605191548928,6785,1940
1553,793165685325201412,10342,3160
1554,793180763617361921,7599,2250
1555,793195938047070209,16789,6378
1556,793210959003287553,9828,3210
1557,793226087023144960,10817,3247
1558,793241302385262592,11587,3726
1559,793256262322548741,21978,9459
1560,793271401113350145,9502,2682
1561,793286476301799424,27094,10444
1562,793500921481273345,11759,2710
1563,793601777308463104,8774,1857
1564,793614319594401792,0,3562
1565,793845145112371200,10123,2128
1566,793962221541933056,18529,5564
1567,794205286408003585,10132,3787
1568,794332329137291264,10505,3005
1569,794355576146903043,0,11703
1570,794926597468000259,11302,2632
1571,794983741416415232,0,3829
1572,795076730285391872,17847,6157
1573,795400264262053889,11100,3251
1574,795464331001561088,54797,27077
1575,796031486298386433,11872,4195
1576,796080075804475393,9284,2625
1577,796116448414461957,9979,2749
1578,796149749086875649,35606,16253
1579,796177847564038144,0,16253
1580,796387464403357696,12117,4729
1581,796484825502875648,8328,2001
1582,796759840936919040,13049,3480
1583,796865951799083009,8428,2153
1584,797236660651966464,21969,7530
1585,797545162159308800,15946,5502
1586,797971864723324932,12806,3566
1587,798209839306514432,11384,2892
1588,798340744599797760,0,3822
1589,798628517273620480,0,2227
1590,798644042770751489,0,2102
1591,798665375516884993,0,4425
1592,798673117451325440,0,6325
1593,798694562394996736,0,5666
1594,798697898615730177,0,7405
1595,798925684722855936,8150,1628
1596,798933969379225600,14479,5082
1597,799063482566066176,8891,2791
1598,799297110730567681,10888,3157
1599,799422933579902976,8832,2165
1600,799757965289017345,9239,2451
1601,799774291445383169,0,5336
1602,800018252395122689,31211,14966
1603,800141422401830912,16806,2912
1604,800388270626521089,12246,3176
1605,800443802682937345,0,4916
1606,800459316964663297,10371,2434
1607,800513324630806528,14441,3417
1608,800751577355128832,11525,3143
1609,801115127852503040,8858,2364
1610,801167903437357056,26939,6766
1611,801285448605831168,6661,939
1612,801538201127157760,8986,2336
1613,801958328846974976,8473,1935
1614,802239329049477120,9955,2950
1615,802265048156610565,6960,1545
1616,802323869084381190,17825,6637
1617,802572683846291456,9808,2848
1618,802624713319034886,0,3319
1619,802952499103731712,9908,2272
1620,803276597545603072,11013,2801
1621,803380650405482500,8489,2112
1622,803638050916102144,12048,4700
1623,803692223237865472,0,8448
1624,803773340896923648,11026,3141
1625,804026241225523202,48937,18402
1626,804413760345620481,0,3642
1627,804738756058218496,15087,4367
1628,805207613751304193,8527,1923
1629,805487436403003392,9609,2866
1630,805520635690676224,6280,1876
1631,805826884734976000,7215,2078
1632,805932879469572096,9047,2151
1633,805958939288408065,0,6087
1634,806219024703037440,7027,1361
1635,806242860592926720,0,13265
1636,806542213899489280,11191,2694
1637,806629075125202948,82586,39721
1638,807010152071229440,14287,4323
1639,807059379405148160,0,8312
1640,807106840509214720,123507,61502
1641,807621403335917568,15992,4171
1642,808001312164028416,13783,4000
1643,808106460588765185,9558,2467
1644,808134635716833280,0,6766
1645,808501579447930884,12371,2935
1646,808733504066486276,8652,2449
1647,808838249661788160,11069,3443
1648,809084759137812480,14458,3970
1649,809220051211603969,21867,6380
1650,809448704142938112,7594,1664
1651,809808892968534016,0,5564
1652,809920764300447744,16968,4420
1653,810254108431155201,16102,3801
1654,810284430598270976,38901,12986
1655,810657578271330305,12006,2990
1656,810896069567610880,9914,2030
1657,810984652412424192,5844,1618
1658,811386762094317568,22886,7246
1659,811627233043480576,14029,3554
1660,811744202451197953,8264,1830
1661,811985624773361665,7962,1590
1662,812372279581671427,14981,4155
1663,812466873996607488,8755,2182
1664,812503143955202048,6665,1387
1665,812709060537683968,7249,1624
1666,812781120811126785,8273,2160
1667,813051746834595840,22921,8280
1668,813066809284972545,8704,2201
1669,813081950185472002,10809,3133
1670,813096984823349248,11512,4098
1671,813112105746448384,11310,3133
1672,813127251579564032,13001,3556
1673,813142292504645637,9204,2666
1674,813157409116065792,8463,2507
1675,813172488309972993,10218,2176
1676,813187593374461952,21709,4941
1677,813202720496779264,10037,2037
1678,813217897535406080,20429,8252
1679,813800681631023104,9143,2002
1680,813812741911748608,39729,15853
1681,813910438903693312,10156,2131
1682,813944609378369540,0,3649
1683,814153002265309185,31445,9834
1684,814530161257443328,9483,2100
1685,814638523311648768,12320,3065
1686,814986499976527872,8343,1467
1687,815390420867969024,11292,4292
1688,815639385530101762,9003,1863
1689,815736392542261248,10750,2561
1690,815966073409433600,24593,9615
1691,815990720817401858,5457,1183
1692,816014286006976512,0,6013
1693,816091915477250048,9750,2434
1694,816336735214911488,9400,2213
1695,816450570814898180,33407,9160
1696,816697700272001025,10711,2484
1697,816816676327063552,10906,2308
1698,816829038950027264,0,5341
1699,817056546584727552,9361,1869
1700,817120970343411712,13259,2957
1701,817171292965273600,9526,2267
1702,817181837579653120,0,9615
1703,817415592588222464,6140,1091
1704,817423860136083457,37475,16986
1705,817536400337801217,12885,3429
1706,817777686764523521,11692,3005
1707,817827839487737858,56671,30583
1708,818145370475810820,13439,2930
1709,818259473185828864,12009,2567
1710,818536468981415936,11925,2793
1711,818588835076603904,0,6951
1712,818614493328580609,10767,2913
1713,818627210458333184,24210,8382
1714,819004803107983360,94062,41234
1715,819006400881917954,49177,21288
1716,819015331746349057,0,21288
1717,819015337530290176,0,41234
1718,819227688460238848,25192,7542
1719,819347104292290561,7874,1354
1720,819588359383371776,10421,2218
1721,819711362133872643,14657,3534
1722,819924195358416896,14034,5457
1723,819952236453363712,5809,1330
1724,820078625395449857,21584,7081
1725,820314633777061888,3641,638
1726,820446719150292993,0,2912
1727,820690176645140481,13319,3632
1728,820749716845686786,34405,11214
1729,821044531881721856,13781,2580
1730,821107785811234820,10467,2406
1731,821149554670182400,9532,2268
1732,821407182352777218,12848,4913
1733,821522889702862852,8723,1987
1734,821765923262631936,9183,1867
1735,821813639212650496,0,3756
1736,821886076407029760,12373,2634
1737,822244816520155136,38157,11104
1738,822462944365645825,31190,16663
1739,822489057087389700,19759,7206
1740,822610361945911296,16050,3332
1741,822647212903690241,0,7206
1742,822859134160621569,14358,2566
1743,822872901745569793,144008,49441
1744,822975315408461824,18819,3869
1745,823269594223824897,0,11104
1746,823322678127919110,17131,4530
1747,823581115634085888,14155,2976
1748,823699002998870016,13649,2710
1749,823939628516474880,11566,3046
1750,824297048279236611,16332,4346
1751,824325613288833024,12798,11632
1752,824663926340194305,10938,1948
1753,824775126675836928,16262,3960
1754,824796380199809024,0,6157
1755,825026590719483904,6902,1445
1756,825147591692263424,19873,5133
1757,825535076884762624,56420,19293
1758,825829644528148480,13808,2792
1759,825876512159186944,11346,2096
1760,826115272272650244,17011,3513
1761,826204788643753985,5283,1053
1762,826240494070030336,14385,2901
1763,826476773533745153,19962,4704
1764,826598365270007810,10929,2632
1765,826848821049180160,39620,11525
1766,826958653328592898,23396,5613
1767,827199976799354881,11471,2510
1768,827324948884643840,17209,3425
1769,827600520311402496,8034,1055
1770,827653905312006145,16736,3353
1771,827933404142436356,21832,5858
1772,828011680017821696,11208,2395
1773,828046555563323392,12744,3194
1774,828372645993398273,13556,3272
1775,828376505180889089,8002,1189
1776,828381636999917570,13666,2487
1777,828408677031882754,8269,1433
1778,828409743546925057,6796,1282
1779,828650029636317184,10294,1503
1780,828708714936930305,39597,12558
1781,828770345708580865,27651,6577
1782,829011960981237760,57318,18147
1783,829141528400556032,26523,8303
1784,829374341691346946,37470,10438
1785,829449946868879360,11336,2275
1786,829501995190984704,34304,11859
1787,829861396166877184,13237,2195
1788,829878982036299777,0,5613
1789,830097400375152640,10625,3369
1790,830583320585068544,72270,18824
1791,830956169170665475,8603,1681
1792,831262627380748289,12849,2293
1793,831309418084069378,12634,2715
1794,831315979191906304,7007,1240
1795,831322785565769729,9897,1707
1796,831552930092285952,9718,2558
1797,831650051525054464,7752,2182
1798,831670449226514432,11289,2022
1799,831911600680497154,29860,7281
1800,831939777352105988,25912,6859
1801,832032802820481025,19278,5201
1802,832040443403784192,0,10839
1803,832215726631055365,0,10444
1804,832273440279240704,12180,2606
1805,832369877331693569,18503,3558
1806,832397543355072512,12896,2482
1807,832636094638288896,17103,3127
1808,832757312314028032,18144,4026
1809,832769181346996225,0,42
1810,832998151111966721,14337,2467
1811,833124694597443584,21780,5400
1812,833479644947025920,16004,2294
1813,833722901757046785,22243,3561
1814,833826103416520705,16499,3825
1815,833863086058651648,14433,2669
1816,834086379323871233,14063,2458
1817,834167344700198914,16946,4034
1818,834209720923721728,22176,5326
1819,834458053273591808,10349,1861
1820,834574053763584002,14760,2812
1821,834786237630337024,22667,6050
1822,834931633769889797,11648,1833
1823,835152434251116546,24149,3366
1824,835172783151792128,28082,6380
1825,835264098648616962,8351,1888
1826,835297930240217089,17610,3312
1827,835574547218894849,19148,4021
1828,836001077879255040,20550,4794
1829,836260088725786625,22813,4748
1830,836380477523124226,15814,3259
1831,836677758902222849,13545,2457
1832,836753516572119041,20666,5112
1833,836989968035819520,13659,2548
1834,837110210464448512,17187,2659
1835,837366284874571778,22685,5865
1836,837471256429613056,13763,2560
1837,837482249356513284,4134,489
1838,837820167694528512,36719,8714
1839,838083903487373313,18909,3482
1840,838476387338051585,24248,5333
1841,838561493054533637,11699,1469
1842,838916489579200512,0,37
1843,838921590096166913,11973,2294
1844,839239871831150596,29155,7233
1845,839290600511926273,0,157
1846,839549326359670784,29506,8599
1847,839990271299457024,14388,2536
1848,840268004936019968,20631,6325
1849,840370681858686976,17631,5029
1850,840632337062862849,9606,1936
1851,840696689258311684,13168,1089
1852,841077006473256960,24521,5838
1853,841314665196081154,16979,5180
1854,841439858740625411,13517,4060
1855,841680585030541313,27390,8537
1856,841833993020538882,0,16986
1857,842115215311396866,14970,3317
1858,842163532590374912,26165,6384
1859,842535590457499648,19304,3845
1860,842765311967449089,7202,1409
1861,842846295480000512,16205,3930
1862,843235543001513987,22929,6661
1863,843604394117681152,18001,3002
1864,843856843873095681,22817,5088
1865,844223788422217728,14522,2405
1866,844580511645339650,17545,3438
1867,844704788403113984,41278,11348
1868,844973813909606400,16106,3520
1869,844979544864018432,14512,2836
1870,845306882940190720,24833,5906
1871,845397057150107648,8113,2002
1872,845677943972139009,26702,5230
1873,845812042753855489,31162,9585
1874,846042936437604353,17002,3147
1875,846153765933735936,33757,9910
1876,846514051647705089,47516,12711
1877,846874817362120707,21320,4300
1878,847116187444137987,22735,3487
1879,847157206088847362,21211,6400
1880,847251039262605312,21658,4675
1881,847606175596138505,19873,3683
1882,847842811428974592,5831,1470
1883,847962785489326080,24883,5592
1884,847971574464610304,0,469
1885,848212111729840128,17320,3357
1886,848324959059550208,26216,5011
1887,848690551926992896,26683,4698
1888,849051919805034497,44800,9291
1889,849336543269576704,12077,2051
1890,849412302885593088,16772,3407
1891,849776966551130114,32172,8275
1892,850019790995546112,21601,5325
1893,850145622816686080,17235,4149
1894,850380195714523136,13760,2832
1895,850753642995093505,32770,10116
1896,851224888060895234,21744,6210
1897,851464819735769094,25558,7663
1898,851591660324737024,17046,3749
1899,851861385021730816,0,23
1900,851953902622658560,0,10437
1901,852189679701164033,12036,1707
1902,852226086759018497,21008,7387
1903,852311364735569921,34773,10715
1904,852553447878664193,17202,3797
1905,852672615818899456,15665,2321
1906,852912242202992640,9484,1990
1907,853299958564483072,16269,3839
1908,853639147608842240,36555,10958
1909,853760880890318849,29940,6243
1910,854010172552949760,16898,3371
1911,854120357044912130,33351,8070
1912,854365224396361728,19713,5040
1913,854482394044301312,30609,7392
1914,854732716440526848,23801,6530
1915,855459453768019968,31172,8798
1916,855851453814013952,47147,18823
1917,856282028240666624,28681,6722
1918,856526610513747968,12269,2008
1919,856543823941562368,16894,3067
1920,857029823797047296,19602,4260
1921,857263160327368704,20699,4807
1922,857393404942143489,6128,1732
1923,857746408056729600,35460,11246
1924,857989990357356544,16682,2738
1925,858107933456039936,16269,3085
1926,858471635011153920,22245,5124
1927,858843525470990336,16058,3672
1928,859074603037188101,35026,14400
1929,859196978902773760,93025,31997
1930,859607811541651456,19178,1663
1931,859851578198683649,15870,3699
1932,859924526012018688,20140,4316
1933,860184849394610176,17199,6157
1934,860276583193509888,18863,3662
1935,860524505164394496,24328,5558
1936,860563773140209665,7734,2273
1937,860924035999428608,0,859
1938,861005113778896900,17229,4010
1939,861288531465048066,17699,4384
1940,861383897657036800,37128,11254
1941,862096992088072192,76775,24488
1942,862457590147678208,21129,5221
1943,862722525377298433,17517,3711
1944,862831371563274240,19691,5321
1945,863062471531167744,8783,2600
1946,863079547188785154,8974,1155
1947,863432100342583297,24410,5531
1948,863553081350529029,15661,4365
1949,863907417377173506,21139,4337
1950,864197398364647424,30931,9380
1951,864279568663928832,14960,3189
1952,864873206498414592,33110,9136
1953,865006731092295680,28659,8015
1954,865359393868664832,27087,5232
1955,865718153858494464,26204,5847
1956,866334964761202691,53761,15101
1957,866450705531457537,124714,36701
1958,866686824827068416,19766,3629
1959,867051520902168576,32880,8193
1960,867072653475098625,0,131
1961,867421006826221569,16476,2619
1962,867774946302451713,34610,7598
1963,867900495410671616,24606,4332
1964,868552278524837888,10358,2173
1965,868622495443632128,27848,6126
1966,868880397819494401,66722,15002
1967,869227993411051520,20768,3922
1968,869596645499047938,16222,3238
1969,869702957897576449,28675,6535
1970,869772420881756160,43014,10374
1971,870063196459192321,37198,8617
1972,870308999962521604,22115,4274
1973,870374049280663552,83729,27026
1974,870656317836468226,12599,2732
1975,870804317367881728,34049,6405
1976,871032628920680449,22916,3902
1977,871515927908634625,20436,3544
1978,871762521631449091,20468,3574
1979,871879754684805121,38466,11539
1980,872122724285648897,34789,8333
1981,872261713294495745,34565,6494
1982,872486979161796608,41046,9225
1983,872620804844003328,20981,3800
1984,872820683541237760,14833,3783
1985,872967104147763200,27597,5523
1986,873213775632977920,7328,1623
1987,873580283840344065,24436,4035
1988,874012996292530176,34945,10696
1989,874057562936811520,22802,4034
1990,874296783580663808,26233,4204
1991,874680097055178752,28039,4737
1992,875021211251597312,25636,4802
1993,875144289856114688,22042,5016
1994,875747767867523072,25356,4377
1995,876120275196170240,28084,4782
1996,876484053909872640,18878,2451
1997,876838120628539392,20804,3425
1998,877201837425926144,27282,5704
1999,877316821321428993,27493,5273
2000,877556246731214848,22895,3896
2001,877611172832227328,0,81
2002,877736472329191424,80427,19509
2003,878057613040115712,42269,6966
2004,878281511006478336,7799,1314
2005,878776093423087618,19471,4196
2006,879008229531029506,19046,2738
2007,879050749262655488,22707,4795
2008,879376492567855104,16851,3163
2009,879415818425184262,106408,44856
2010,879492040517615616,23521,3238
2011,879862464715927552,22404,3555
2012,880095782870896641,27762,4424
2013,880221127280381952,27207,4295
2014,880465832366813184,28655,6382
