,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,name,dog_stage,favorite_count,retweet_count,breed_prediction,confidence
10,890006608113172480,,,2017-07-26 00:31:25,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. ,,,,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,Koda,None,30787,7439,Samoyed,0.957979
11,889880896479866881,,,2017-07-25 16:11:53,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. ,,,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,Bruno,None,27915,5033,French_bulldog,0.377417
12,889665388333682689,,,2017-07-25 01:55:32,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. ,,,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,,Puppo,48291,10197,Pembroke,0.966327
13,889638837579907072,,,2017-07-25 00:10:02,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. ,,,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,Ted,None,27303,4605,French_bulldog,0.99165
14,889531135344209921,,,2017-07-24 17:02:04,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. ,,,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,Stuart,Puppo,15156,2263,golden_retriever,0.953442
15,889278841981685760,,,2017-07-24 00:19:32,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. ,,,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,Oliver,None,25409,5519,whippet,0.626152
16,888917238123831296,,,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. ,,,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,Jim,None,29219,4568,golden_retriever,0.714719
17,888804989199671297,,,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. ,,,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,Zeke,None,25711,4416,golden_retriever,0.46976
18,888554962724278272,,,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. ,,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,Ralphus,None,20021,3645,Siberian_husky,0.700377
19,888078434458587136,,,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. ,,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,Gerald,None,21861,3551,French_bulldog,0.995026
20,887705289381826560,,,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. ,,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,Jeffrey,None,30319,5466,basset,0.821664
21,887517139158093824,,,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. ,,,,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,such,None,46434,11820,,
22,887473957103951883,,,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. ,,,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,Canela,None,69442,18476,Pembroke,0.809197
23,887343217045368832,,,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. ,,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,,None,33834,10544,Mexican_hairless,0.330741
24,887101392804085760,,,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... ,,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,,None,30689,6043,Samoyed,0.733942
25,886983233522544640,,,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. ,,,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,Maya,None,35332,7872,Chihuahua,0.793469
26,886736880519319552,,,2017-07-16 23:58:41,Twitter for iPhone,This is Mingus. He's a wonderful father to his smol pup. Confirmed ,,,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,Mingus,None,12132,3342,kuvasz,0.309706
27,886680336477933568,,,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. ,,,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,Derek,None,22534,4533,,
28,886366144734445568,,,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. ,,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,Roscoe,Pupper,21216,3230,French_bulldog,0.999201
29,886258384151887873,,,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. ,,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,Waffles,None,28092,6387,pug,0.943575
30,885984800019947520,,,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. ,,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,Jimbo,None,32863,6907,Blenheim_spaniel,0.972494
31,885528943205470208,,,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. ,,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,Maisey,None,36167,6529,pug,0.369275
32,885518971528720385,,,2017-07-13 15:19:09,Twitter for iPhone,I have a new hero and his name is Howard. ,,,,https://twitter.com/4bonds2carbon/status/885517367337512960,14.0,,None,20511,3813,,
33,885167619883638784,,,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. ,,,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,,None,22041,4441,malamute,0.8124819999999999
34,884925521741709313,,,2017-07-12 00:01:00,Twitter for iPhone,This is Earl. He found a hat. Nervous about what you think of it. ,,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,Earl,None,77914,18754,Italian_greyhound,0.259916
35,884876753390489601,,,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. ,,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,Lola,None,28070,5925,chow,0.822103
36,884562892145688576,,,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. ,,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,Kevin,None,24414,4990,pug,0.5464060000000001
37,884441805382717440,,,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. ",,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,,None,27123,5728,Pembroke,0.993225
38,884247878851493888,,,2017-07-10 03:08:17,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY ,,,,https://twitter.com/kaijohnson_19/status/883965650754039809,13.0,,None,73348,20704,,
39,884162670584377345,,,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. ,,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,Yogi,Doggo,20472,3035,German_shepherd,0.707046
40,883838122936631299,,,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. ,,,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,Noah,None,22001,3501,Doberman,0.610946
41,883482846933004288,,,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. .",,,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5.0,Bella,None,46180,10121,golden_retriever,0.943082
42,883360690899218434,,,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. ,,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,Grizzwald,Floofer,22653,3739,chow,0.987997
43,883117836046086144,,,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... ",,,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13.0,,None,37400,6771,golden_retriever,0.949562
44,882992080364220416,,,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. ,,,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13.0,Rusty,None,24052,3987,Eskimo_dog,0.466778
45,882762694511734784,,,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. ,,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,Gus,Pupper,28457,4993,Labrador_retriever,0.85005
46,882627270321602560,,,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. ,,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,Stanley,None,28000,6179,Pembroke,0.542982
47,882268110199369728,,,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. ,,,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,Alfy,None,45168,11782,golden_retriever,0.762211
48,882045870035918850,,,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. ",,,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13.0,Koko,None,29512,5058,golden_retriever,0.00694063
49,881906580714921986,,,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. ,,,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,Rey,None,24403,3444,Weimaraner,0.291539
50,881666595344535552,,,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. ,,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,Gary,None,50807,10839,Saluki,0.529012
51,881536004380872706,,,2017-07-02 15:32:16,Twitter for iPhone,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. ,,,,https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,a,Pupper,49674,16214,Samoyed,0.281463
52,881268444196462592,,,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada. ,,,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,Elliot,None,23165,5226,,
53,880935762899988482,,,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. ,,,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,Louis,None,17091,2819,,
54,880872448815771648,,,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... ,,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,,None,21399,3879,Pembroke,0.791416
55,880465832366813184,,,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. ,,,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,Bella,None,28648,6381,golden_retriever,0.913255
56,880221127280381952,,,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. ,,,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12.0,Jesse,None,27204,4295,Chihuahua,0.238525
57,880095782870896641,,,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho ,,,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,,None,27760,4422,miniature_pinscher,0.120298
58,879862464715927552,,,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. ,,,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,Romeo,None,22404,3555,basset,0.813507
59,879492040517615616,,,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. ,,,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,Bailey,None,23522,3238,German_short-haired_pointer,0.479896
60,879415818425184262,,,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. ,,,,https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,Duddles,None,106394,44846,English_springer,0.383404
61,879376492567855104,,,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. ,,,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12.0,Jack,None,16850,3162,Labrador_retriever,0.0334961
62,879050749262655488,,,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. ,,,,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11.0,Steven,None,22710,4795,,
63,879008229531029506,,,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. ,,,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13.0,Beau,None,19048,2738,vizsla,0.960513
64,878776093423087618,,,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. ,,,,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13.0,Snoopy,Puppo,19470,4196,Italian_greyhound,0.734684
65,878604707211726852,,,2017-06-24 13:24:20,Twitter for iPhone,Martha is stunning how h*ckin dare you. ,,,,https://twitter.com/bbcworld/status/878599868507402241,13.0,,None,30434,7368,,
66,878281511006478336,,,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still ",,,,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13.0,Shadow,None,7797,1314,basset,0.32042
67,878057613040115712,,,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. ,,,,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14.0,Emmy,None,42265,6965,French_bulldog,0.839097
68,877736472329191424,,,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. ,,,,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13.0,Aja,None,80418,19508,Chesapeake_Bay_retriever,0.8379559999999999
69,877556246731214848,,,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. ,,,,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12.0,Penny,None,22895,3895,basset,0.995368
70,877316821321428993,,,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. ",,,,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13.0,Dante,None,27496,5272,Saluki,0.5099670000000001
71,877201837425926144,,,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. ,,,,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12.0,Nelly,None,27285,5702,Pembroke,0.93112
72,876838120628539392,,,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. ,,,,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12.0,Ginger,Pupper,20803,3424,bloodhound,0.575751
73,876537666061221889,,,2017-06-18 20:30:39,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. ,,,,https://twitter.com/mpstowerham/status/876162994446753793,14.0,,None,23557,4691,,
74,876484053909872640,,,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. ,,,,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13.0,Benedict,None,18875,2450,golden_retriever,0.874566
75,876120275196170240,,,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. ",,,,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13.0,Venti,None,28081,4782,Bernese_mountain_dog,0.534327
76,875747767867523072,,,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. ",,,,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13.0,Goose,None,25355,4377,Labrador_retriever,0.799551
77,875144289856114688,,,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both ,,,,https://twitter.com/dog_rates/status/875144289856114688/video/1,13.0,Nugget,None,22044,5015,Siberian_husky,0.245048
78,875097192612077568,,,2017-06-14 21:06:43,Twitter for iPhone,You'll get your package when that precious man is done appreciating the pups. ,,,,https://twitter.com/drboondoc/status/874413398133547008,13.0,,None,27589,6162,,
79,875021211251597312,,,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. ,,,,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12.0,,None,25636,4801,West_Highland_white_terrier,0.7143189999999999
80,874680097055178752,,,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. ,,,,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12.0,Cash,None,28040,4737,Labrador_retriever,0.836052
81,874296783580663808,,,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. ,,,,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13.0,Jed,Pupper,26235,4203,cocker_spaniel,0.437216
82,874057562936811520,,,2017-06-12 00:15:36,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... ",,,,https://twitter.com/dog_rates/status/874057562936811520/photo/1,12.0,,None,22802,4034,flat-coated_retriever,0.8321770000000001
83,874012996292530176,,,2017-06-11 21:18:31,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. ",,,,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13.0,Sebastian,Puppo,34947,10696,Cardigan,0.806674
84,873580283840344065,,,2017-06-10 16:39:04,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. ",,,,https://twitter.com/dog_rates/status/873580283840344065/photo/1,13.0,,None,24433,4035,Newfoundland,0.678537
85,873213775632977920,,,2017-06-09 16:22:42,Twitter for iPhone,This is Sierra. She's one precious pupper. Absolute ,,,,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12.0,Sierra,Pupper,7325,1623,vizsla,0.6197819999999999
86,872967104147763200,,,2017-06-09 00:02:31,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. ,,,,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12.0,,Doggo,27600,5521,Labrador_retriever,0.476913
87,872820683541237760,,,2017-06-08 14:20:41,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All ",,,,"https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",13.0,,None,14832,3782,pug,0.99912
88,872620804844003328,,,2017-06-08 01:06:27,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. ,,,,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13.0,Monkey,None,20981,3801,cocker_spaniel,0.513191
89,872486979161796608,,,2017-06-07 16:14:40,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... ,,,,https://twitter.com/dog_rates/status/872486979161796608/photo/1,12.0,,None,41037,9223,Pembroke,0.931861
90,872261713294495745,,,2017-06-07 01:19:32,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. ,,,,"https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",13.0,Harry,None,34558,6494,Labrador_retriever,0.972019
91,872122724285648897,,,2017-06-06 16:07:15,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still ,,,,"https://twitter.com/dog_rates/status/872122724285648897/photo/1,https://twitter.com/dog_rates/status/872122724285648897/photo/1",12.0,Kody,None,34782,8332,pug,0.06673630000000001
92,871879754684805121,,,2017-06-06 00:01:46,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. ,,,,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",13.0,Lassie,None,38459,11537,Shetland_sheepdog,0.969171
93,871762521631449091,,,2017-06-05 16:15:56,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. ,,,,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12.0,Rover,Pupper,20469,3574,Labrador_retriever,0.921393
